ARTISTIC_ENTITY,GENDER,NATIONALITY,OBJECT_TITLE,OBJECT_DATE,PRIMARY_MEDIUM,ACCESSION_YEAR,OBJECT_TYPE
Jim Dine,Male,American,Walla Walla Robe,1984-01-01T00:00:00Z,Bronze,1987-01-01T00:00:00Z,Sculpture
Jim Sullivan,Male,American,Goldfish/Long Hall,1988-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Jim Torok,Male,American,Dual Self-Portrait,2001-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Jim Waid,Male,American,Gazelle,1986-01-01T00:00:00Z,Acrylic,1986-01-01T00:00:00Z,Painting
Jim Waid,Male,American,Sepik,1989-01-01T00:00:00Z,Oil Pastel,1990-01-01T00:00:00Z,Painting
Jimmy Ernst,Male,American,Almost Silence,1952-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Jo Davidson,Male,American,Andr√© Derain,1935-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Andr√© Gide,1931-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Carl Sandburg,1939-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,D. H. Lawrence,1930-01-01T00:00:00Z,Terracotta,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Gertrude Stein,1920-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Gertrude Vanderbilt Whitney,1916-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,H. G. Wells,1930-01-01T00:00:00Z,Terracotta,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,James Joyce,1929-01-01T00:00:00Z,Terracotta,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Marshal Ferdinand Foch,1918-01-01T00:00:00Z,Bronze,1950-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Portrait of Lady Facing Left,1922-01-01T00:00:00Z,Marble,1981-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Self -Portrait,1946-01-01T00:00:00Z,Bronze,1982-01-01T00:00:00Z,Sculpture
Jo Davidson,Male,American,Sinclair Lewis,1937-01-01T00:00:00Z,Terracotta,1963-01-01T00:00:00Z,Sculpture
Joan Miro,Male,Spanish,Constellation: Women on the Beach,1940-01-01T00:00:00Z,Gouache,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Constellation: Toward the Rainbow,1941-01-01T00:00:00Z,Gouache,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Women and Bird in the Night,1944-01-01T00:00:00Z,Gouache,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Untitled,1966-01-01T00:00:00Z,Ink,1987-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Untitled,1931-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Dutch Interior (III,1928-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Seated Nude Holding a Flower,1917-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Vines and Olive Trees/ Tarragona,1919-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Animated Landscape,1927-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Potato,1928-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Women/ Birds/ and a Star,1949-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Photo: This Is the Color of My Dreams,1925-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Collage Painting,1934-01-01T00:00:00Z,Sandpaper,2002-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Painting,1927-01-01T00:00:00Z,Tempera,1984-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Circus Horse,1927-01-01T00:00:00Z,Tempera,2006-01-01T00:00:00Z,Painting
Joan Miro,Male,Spanish,Collage Painting,1934-01-01T00:00:00Z,Mixed Media,2002-01-01T00:00:00Z,Sculpture
Joan Miro,Male,Spanish,Moonbird,1946-01-01T00:00:00Z,Bronze,2002-01-01T00:00:00Z,Sculpture
Joan Miro,Male,Spanish,Woman,1949-01-01T00:00:00Z,Bronze,2002-01-01T00:00:00Z,Sculpture
Joan Mitchell,Female,American,Sunflowers,1969-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Joan Mitchell,Female,American,La Vie en Rose,1979-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Joan Snyder,Female,American,Heart On,1975-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Joan Witek,Female,American,Split,1980-01-01T00:00:00Z,Oil,1980-01-01T00:00:00Z,Painting
Joan Witek,Female,American,The Trickster,1999-01-01T00:00:00Z,Oil,2001-01-01T00:00:00Z,Painting
Joe Andoe,Male,American,Untitled (Wreath,1988-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Joe Andoe,Male,American,Untitled (Horn,1989-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Tomato,1975-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Foot Landscape,1975-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Three Pansies,1967-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Red Rose on a Mauve Background,1975-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Pears and Apples,1974-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Nude with Tattoo,1974-01-01T00:00:00Z,Oil,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Collage with Pressed Poppy,1976-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Mixed Blueberries,1972-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Shirt with Butterfly,1974-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Sardines,1975-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Art Heart,1975-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Tumbler of Flowers,1976-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Cat and Cone,1976-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Art Nouveau Fish Bowl,1975-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Torso with Bandanna,1975-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Stay Ahead of the Game,1975-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Flower Castle,1977-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Brainard,Male,American,Valentine,1976-01-01T00:00:00Z,Painted Materials,1997-01-01T00:00:00Z,Painting
Joe Zucker,Male,American,Prototype/ Number 1,1980-01-01T00:00:00Z,Acrylic,1988-01-01T00:00:00Z,Painting
Joel Perlman,Male,American,"Maquette for ""Square Tilt",1983-01-01T00:00:00Z,Steel,1989-01-01T00:00:00Z,Sculpture
Joel Perlman,Male,American,Square Tilt,1983-01-01T00:00:00Z,Steel,1986-01-01T00:00:00Z,Sculpture
Joel Shapiro,Male,American,Untitled,2000-01-01T00:00:00Z,Oil Pastel,2001-01-01T00:00:00Z,Painting
Joel Shapiro,Male,American,Untitled,2000-01-01T00:00:00Z,Aluminum,2001-01-01T00:00:00Z,Sculpture
John Ahearn,Male,American,Bernice,1981-01-01T00:00:00Z,Plaster,1988-01-01T00:00:00Z,Sculpture
John Ahearn,Male,American,Clown,1999-01-01T00:00:00Z,Mixed Media,2001-01-01T00:00:00Z,Sculpture
John Ahearn,Male,American,Salina,1982-01-01T00:00:00Z,Plaster,1983-01-01T00:00:00Z,Sculpture
John Alexander,Male,American,The Red Goat,1983-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
John Angel,Male,American,The Fall and The Redemption,1956-01-01T00:00:00Z,Bronze,1956-01-01T00:00:00Z,Sculpture
John Atherton,Male,American,Rocks and Weeds,1951-01-01T00:00:00Z,Gouache,1953-01-01T00:00:00Z,Painting
John Atherton,Male,American,The Black Horse,1942-01-01T00:00:00Z,Oil,1942-01-01T00:00:00Z,Painting
John Beerman,Male,American,In the Heart of the Seer,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
John Bellany,Male,British,The Screeching Gannett,1987-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
John Bellany,Male,British,View Across the Thames from St. Thomas,1989-01-01T00:00:00Z,Oil,2000-01-01T00:00:00Z,Painting
John Bernard Flannagan,Male,American,Figure of Dignity - Irish Mountain Goat,1932-01-01T00:00:00Z,Mixed Media,1941-01-01T00:00:00Z,Sculpture
John Bernard Flannagan,Male,American,Wildcat,1926-01-01T00:00:00Z,Stone,1967-01-01T00:00:00Z,Sculpture
John Bernard Flannagan,Male,American,Woman Combing Her Hair,1930-01-01T00:00:00Z,Stone,1997-01-01T00:00:00Z,Sculpture
John Button,Male,American,Fourteenth Street/ High Noon,1977-01-01T00:00:00Z,Gouache,1979-01-01T00:00:00Z,Painting
John Carroll,Male,American,Fairfield Osborn,Null,Oil,1959-01-01T00:00:00Z,Painting
John Clem Clarke,Male,American,"Rembrandt , ""Night Watch""",1968-01-01T00:00:00Z,Oil,1980-01-01T00:00:00Z,Painting
John Day,Male,American,Erebos Pradella II,1976-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
John Dubrow,Male,American,Diner,1984-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
John Duff,Male,American,Irregular Column,1984-01-01T00:00:00Z,Fiberglass,1985-01-01T00:00:00Z,Sculpture
John Ferren,Male,American,Design for Rug,1932-01-01T00:00:00Z,Gouache,1984-01-01T00:00:00Z,Painting
John Ferren,Male,American,Untitled/ Number 19,1934-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
John Ferren,Male,American,Untitled,1937-01-01T00:00:00Z,Plaster,1980-01-01T00:00:00Z,Sculpture
John Gibson,Male,American,Tadasana,2000-01-01T00:00:00Z,Oil,2001-01-01T00:00:00Z,Painting
John Graham,Male,American,Dikran Kelekian,1943-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
John Graham,Male,American,Celia,1944-01-01T00:00:00Z,Oil,1968-01-01T00:00:00Z,Painting
John Gregory,Male,American,BETROTHAL,1939-01-01T00:00:00Z,Bronze,1939-01-01T00:00:00Z,Sculpture
John Gregory,Male,American,Philomela,1919-01-01T00:00:00Z,Bronze,1923-01-01T00:00:00Z,Sculpture
John Heliker,Male,American,Tuscan Town,1954-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
John Henry Bradley Storrs,Male,American,Forms in Space No. 1,1927-01-01T00:00:00Z,Copper,1967-01-01T00:00:00Z,Sculpture
John Horn,Male,American,Carving fork,1986-01-01T00:00:00Z,Steel,1992-01-01T00:00:00Z,Sculpture
John Horn,Male,American,Carving knife,1986-01-01T00:00:00Z,Steel,1992-01-01T00:00:00Z,Sculpture
John Hull,Male,American,Hill of the Cross,1984-01-01T00:00:00Z,Acrylic,1986-01-01T00:00:00Z,Painting
John Hultberg,Male,American,The Flying Box,1954-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
John Koch,Male,American,Dressing,1956-01-01T00:00:00Z,Oil,1957-01-01T00:00:00Z,Painting
John Koch,Male,American,Friends,1956-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
John Koch,Male,American,Model Undressing,1962-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
John Koch,Male,American,Interior of Studio,1956-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
John Koch,Male,American,The Antiquarian,1954-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
John Lonergan,Male,American,Gloucester Docks,1940-01-01T00:00:00Z,Gouache,1941-01-01T00:00:00Z,Painting
John Marin,Male,American,Off,1938-01-01T00:00:00Z,Oil,1946-01-01T00:00:00Z,Painting
John Marin,Male,American,Sea and Gulls,1942-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
John Marin,Male,American,Circus Horses,1936-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
John Marin,Male,American,Off Bald Head/ Small Point/ Maine,1932-01-01T00:00:00Z,Watercolor,1949-01-01T00:00:00Z,Painting
John McLaughlin,Male,American,"#3, 1970",1970-01-01T00:00:00Z,Acrylic,1976-01-01T00:00:00Z,Painting
John McLaughlin,Male,American,"#34, 1964",1964-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
John McNamara,Male,American,The Nature of Inquisitive Persistence,1984-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
John Monks,Male,British,Suitcase with Glove,1985-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
John Moore,Male,American,Thursday,1980-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
John Piper,Male,British,Garn Fawr,1969-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
John Piper,Male,British,Cornish Coast,Null,Gouache,1979-01-01T00:00:00Z,Painting
John Piper,Male,British,Frieze,1954-01-01T00:00:00Z,Glass,1959-01-01T00:00:00Z,Sculpture
John R. Fudge,Male,American,Holiday Celebration,1987-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
John Sante,Male,American,White Houses,1939-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
John Sennhauser,Male,American,Organization No. 21,1942-01-01T00:00:00Z,Gouache,1981-01-01T00:00:00Z,Painting
John Steuart Curry,Male,American,Spring Shower (Western Kansas Landscape,1931-01-01T00:00:00Z,Oil,1932-01-01T00:00:00Z,Painting
John Steuart Curry,Male,American,Wisconsin Landscape,1938-01-01T00:00:00Z,Oil,1942-01-01T00:00:00Z,Painting
John Steuart Curry,Male,American,John Brown,1939-01-01T00:00:00Z,Oil,1950-01-01T00:00:00Z,Painting
John Steuart Curry,Male,American,"Study for ""Wisconsin Landscape""",1938-01-01T00:00:00Z,Oil,1997-01-01T00:00:00Z,Painting
John Tweddle,Male,American,Vision from Oklahoma,1981-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
John Walker,Male,British,Cultures Oceania VII,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
John Walker,Male,British,Passing Bells,1998-01-01T00:00:00Z,Mixed Media,2003-01-01T00:00:00Z,Sculpture
John Weeks,Male,New Zealander,The Bed of a New Zealand Gorge,Null,Oil,1945-01-01T00:00:00Z,Painting
John Weeks,Male,New Zealander,An Early Settler's Homestead/ New Zealand,Null,Tempera,1945-01-01T00:00:00Z,Painting
John Wonnacott,Male,British,Night Portrait with Blue Easel,1990-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Jonas Lie,Male,American,The Conquerors (Culebra Cut/ Panama Canal,1913-01-01T00:00:00Z,Oil,1914-01-01T00:00:00Z,Painting
Jonathan M. Swanson,Male,American,Medal,1923-01-01T00:00:00Z,Bronze,1924-01-01T00:00:00Z,Sculpture
Jonathan Waller,Male,British,Degeneration,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Jonathan Weinberg,Male,American,The Wheel/ St. Catherine,1983-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Jorge Eduardo,Male,Brazilian,A Big Apple,1990-01-01T00:00:00Z,Acrylic,1993-01-01T00:00:00Z,Painting
Jorge Michel,Male,Argentinian,Witness Three,1989-01-01T00:00:00Z,Mixed Media,1989-01-01T00:00:00Z,Sculpture
Jose Gamarra,Male,Uruguayan,Urutaú,1983-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Jose Gonzalez Veites,Male,Mexican,Nominations III,1988-01-01T00:00:00Z,Acrylic,1990-01-01T00:00:00Z,Painting
Jose de Creeft,Male,American,Emerveillement,1941-01-01T00:00:00Z,Serpentine rock,1941-01-01T00:00:00Z,Sculpture
Jose de Creeft,Male,American,Maternity,1923-01-01T00:00:00Z,Granite,1942-01-01T00:00:00Z,Sculpture
Jose de Rivera,Male,American,Construction No. 158,1974-01-01T00:00:00Z,Steel,1985-01-01T00:00:00Z,Sculpture
Jose de Rivera,Male,American,Homage to the World of Minkowski,1954-01-01T00:00:00Z,Silver,1955-01-01T00:00:00Z,Sculpture
Jose Luis Romo,Male,Mexican,Self-Portrait,1987-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Transformation of a Scheme No. 8,1949-01-01T00:00:00Z,Engraving,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Transformation of a Scheme No. 9,1950-01-01T00:00:00Z,Engraving,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Pillars,1928-01-01T00:00:00Z,Flashed Glass,1970-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Young,1951-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Precinct,1951-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square:  With Rays,1959-01-01T00:00:00Z,Oil,1959-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Green Promise,1956-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Enfolding,1965-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Frontal Backing,1970-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Indicating Solids,1949-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Variant: Six Greens,1948-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Variant: 2 Whites/ 2 Yellows/ 2 Greens,1947-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Dilated,1969-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: Soft Spoken,1969-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Homage to the Square: On Near Sky,1963-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,Never Before,1971-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Josef Albers,Male,American,"Homage to the Square: Frontal, Forward",1970-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Josef Mario Korbel,Male,American,Andante (Dancing Girls),1917-01-01T00:00:00Z,Bronze,1928-01-01T00:00:00Z,Sculpture
Josef Presser,Male,American,The Harbor,1943-01-01T00:00:00Z,Oil,1943-01-01T00:00:00Z,Painting
Joseph A. Coletti,Male,Null,The Heavens Declare,Null,Medal,Null,Sculpture
Joseph A. Kiselewski,Male,American,WORLD PEACE,Null,Bronze,1946-01-01T00:00:00Z,Sculpture
Joseph Cornell,Male,American,Hotel Dominici,1953-01-01T00:00:00Z,Mixed Media,1976-01-01T00:00:00Z,Sculpture
Joseph Cornell,Male,American,Penny Arcade Machine,1950-01-01T00:00:00Z,Mixed Media,2006-01-01T00:00:00Z,Sculpture
Joseph Cornell,Male,American,Untitled (Pharmacy),1952-01-01T00:00:00Z,Mixed Media,2006-01-01T00:00:00Z,Sculpture
Joseph Cornell,Male,American,Untitled (to Leo Lerman),1951-01-01T00:00:00Z,Mixed Media,2003-01-01T00:00:00Z,Sculpture
Joseph De Martini,Male,American,Seascape,1938-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
Joseph De Martini,Male,American,Docks on Sunday,1941-01-01T00:00:00Z,Oil,1943-01-01T00:00:00Z,Painting
Joseph Delaney,Male,American,Circle in the Square,1940-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Joseph E. Renier,Male,American,PRO PATRIA/PRO HUMANITATE,1941-01-01T00:00:00Z,Bronze,1941-01-01T00:00:00Z,Sculpture
Joseph Floch,Male,American,The City,1955-01-01T00:00:00Z,Oil,1956-01-01T00:00:00Z,Painting
Joseph Floch,Male,American,Craggy Rocks in Castellane,1930-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Joseph Glasco,Male,American,Male Cat,1951-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
Joseph Hirsch,Male,American,The Room,1958-01-01T00:00:00Z,Oil,1958-01-01T00:00:00Z,Painting
Joseph Hirsch,Male,American,Melons,1962-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Joseph Kaplan,Male,American,Waterfront,1940-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
Joseph Kosuth,Male,American,The Square Root of Minus One #3,1988-01-01T00:00:00Z,Mixed Media,2011-01-01T00:00:00Z,Sculpture
Joseph Maxwell Miller,Male,American,Jubilee of Cardinal Gibbons' Priesthood,1911-01-01T00:00:00Z,Bronze,1911-01-01T00:00:00Z,Sculpture
Joseph Mellor Hanson,Male,British,Still Life with White Wine and Water,1958-01-01T00:00:00Z,Oil,2009-01-01T00:00:00Z,Painting
Joseph Piccillo,Male,American,Study (F-10),1983-01-01T00:00:00Z,Graphite,1984-01-01T00:00:00Z,Painting
Joseph Santore,Male,American,Year of the Ox,1985-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Joseph Stella,Male,American,Coney Island,1914-01-01T00:00:00Z,Oil,1963-01-01T00:00:00Z,Painting
Joseph Stella,Male,American,Nocturne,1928-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Josephine Meckseper,Female,German,Blow Up (Michelli),2006-01-01T00:00:00Z,Mixed Media,2014-01-01T00:00:00Z,Sculpture
Joyce Kozloff,Female,American,Pilaster,1979-01-01T00:00:00Z,Mixed Media,1980-01-01T00:00:00Z,Sculpture
Joyce Treiman,Female,American,The Last Parade,1987-01-01T00:00:00Z,Oil,1989-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,"Seated Angel (cover design for ""L'Humoriste"")",1910-01-01T00:00:00Z,Gouache,1997-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,Still Life with Checked Tablecloth,1915-01-01T00:00:00Z,Oil,2014-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,Violin and Playing Cards on a Table,1913-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,Juan Legua,1911-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,Still Life with a Guitar,1913-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Juan Gris,Male,Spanish,Harlequin with a Guitar,1917-01-01T00:00:00Z,Oil,2008-01-01T00:00:00Z,Painting
Juan Hamilton,Male,American,Curve and Shadow/ No. 2,1983-01-01T00:00:00Z,Bronze,1983-01-01T00:00:00Z,Sculpture
Juan Hamilton,Male,American,Fragment XO,1983-01-01T00:00:00Z,Bronze,1983-01-01T00:00:00Z,Sculpture
Juan Sanchez,Male,American,"It is the roots of who I am that remains, suppression notwithstanding",Null,Oil,1988-01-01T00:00:00Z,Painting
Judit Reigl,Female,French,Guano-Menhir,1958-01-01T00:00:00Z,Oil,2009-01-01T00:00:00Z,Painting
Judit Reigl,Female,French,Man,1966-01-01T00:00:00Z,Oil,2009-01-01T00:00:00Z,Painting
Judit Reigl,Female,French,Outburst,1956-01-01T00:00:00Z,Oil,2009-01-01T00:00:00Z,Painting
Judith Cotton,Female,Australian,Transit,1993-01-01T00:00:00Z,Encaustic,1993-01-01T00:00:00Z,Painting
Judith Cotton,Female,Australian,Brim,1995-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Judith Rothschild,Female,American,Death of Patroklos,1987-01-01T00:00:00Z,Acrylic,1997-01-01T00:00:00Z,Painting
Judith Rothschild,Female,American,Grey Tangent,1945-01-01T00:00:00Z,Oil,1997-01-01T00:00:00Z,Painting
Judith Shea,Female,American,Sphinx Relaxed,1983-01-01T00:00:00Z,Bronze,1995-01-01T00:00:00Z,Sculpture
Judy Ledgerwood,Female,American,Copse,1988-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Jules Kirschenbaum,Male,American,Dream of a Golem,1980-01-01T00:00:00Z,Tempera,1986-01-01T00:00:00Z,Painting
Jules Olitski,Male,American,Frame Extension,1966-01-01T00:00:00Z,Acrylic,1975-01-01T00:00:00Z,Painting
Jules Olitski,Male,American,Mother of Night 2,1973-01-01T00:00:00Z,Acrylic,1977-01-01T00:00:00Z,Painting
Jules Olitski,Male,American,(Twice) Disarmed,1968-01-01T00:00:00Z,Acrylic,1986-01-01T00:00:00Z,Painting
